id,first_name,last_name,email,phone_number,date_of_birth,primary_city,primary_state,account_creation_date,persona_type,usual_login_device,is_vpn_user
175,Karan,Iyer,karan.iyer862@example.com,+91 6043435542,1968-09-07,Kolkata,West Bengal,2022-11-13 15:49:51,Daily Spender,Windows PC,False
176,Priya,Menon,priya.menon21@example.com,+91 8977235308,2004-09-22,Surat,Gujarat,2023-07-12 15:49:51,Student,Windows PC,False
177,Rohan,Gupta,rohan.gupta987@example.com,+91 7686799418,1984-01-05,Mumbai,Maharashtra,2026-06-04 15:49:51,High Roller,iPhone 13,True
178,Riya,Iyer,riya.iyer863@example.com,+91 7650107581,1959-05-19,Jaipur,Rajasthan,2023-12-03 15:49:51,Student,iPhone 13,False
179,Pooja,Iyer,pooja.iyer413@example.com,+91 7015451573,1948-12-17,Jaipur,Rajasthan,2026-06-13 15:49:51,Daily Spender,MacBook Air,False
180,Ananya,Singh,ananya.singh709@example.com,+91 8233449596,1956-10-05,Hyderabad,Telangana,2025-05-14 15:49:51,Daily Spender,Windows PC,False
181,Aarav,Singh,aarav.singh22@example.com,+91 8753862774,1983-12-28,Pune,Maharashtra,2026-03-30 15:49:51,Daily Spender,Samsung Galaxy S23,False
182,Varun,Sharma,varun.sharma682@example.com,+91 7848990764,1948-03-17,Ahmedabad,Gujarat,2026-01-30 15:49:51,Student,iPhone 15,False
183,Kavya,Iyer,kavya.iyer728@example.com,+91 8811592207,1986-10-10,Chennai,Tamil Nadu,2025-05-05 15:49:51,Daily Spender,iPhone 15,False
184,Aarav,Patel,aarav.patel411@example.com,+91 6270523443,2004-11-23,Mumbai,Maharashtra,2023-04-23 15:49:51,Daily Spender,iPhone 13,False
185,Ananya,Deshmukh,ananya.deshmukh747@example.com,+91 8681610106,1994-02-21,Chennai,Tamil Nadu,2025-07-05 15:49:51,Daily Spender,Windows PC,False
186,Neha,Joshi,neha.joshi657@example.com,+91 6408418254,1995-04-28,Mumbai,Maharashtra,2026-05-09 15:49:51,Daily Spender,MacBook Air,False
187,Sneha,Sharma,sneha.sharma781@example.com,+91 7478238310,1965-08-17,Ahmedabad,Gujarat,2023-06-11 15:49:51,High Roller,iPhone 15,False
188,Riya,Patel,riya.patel924@example.com,+91 7404251969,1977-03-16,Mumbai,Maharashtra,2024-12-06 15:49:51,Student,iPhone 13,False
189,Aditya,Iyer,aditya.iyer517@example.com,+91 7717594688,2003-03-25,Delhi,Delhi,2025-12-24 15:49:51,Daily Spender,Windows PC,False
190,Karan,Das,karan.das206@example.com,+91 8900714524,1980-07-10,Pune,Maharashtra,2024-06-23 15:49:51,Daily Spender,Samsung Galaxy S23,False
191,Vikram,Nair,vikram.nair969@example.com,+91 6227022072,1951-04-10,Pune,Maharashtra,2025-11-23 15:49:51,Daily Spender,iPhone 13,False
192,Varun,Deshmukh,varun.deshmukh776@example.com,+91 8492106285,1999-11-16,Ahmedabad,Gujarat,2026-06-02 15:49:51,Student,iPhone 13,False
193,Sneha,Menon,sneha.menon674@example.com,+91 8512063703,1972-09-28,Ahmedabad,Gujarat,2024-07-28 15:49:51,Daily Spender,iPhone 13,True
194,Vikram,Nair,vikram.nair43@example.com,+91 7835981700,1951-03-10,Surat,Gujarat,2026-05-09 15:49:51,Student,Samsung Galaxy S23,False
195,Priya,Joshi,priya.joshi429@example.com,+91 7315359514,1976-02-15,Chennai,Tamil Nadu,2024-11-05 15:49:51,Student,MacBook Air,False
196,Amit,Nair,amit.nair305@example.com,+91 9078849273,1979-05-24,Mumbai,Maharashtra,2022-08-17 15:49:51,High Roller,iPhone 15,False
197,Varun,Das,varun.das845@example.com,+91 8945700980,1957-05-01,Bengaluru,Karnataka,2024-09-04 15:49:51,Student,iPhone 15,False
198,Rahul,Gupta,rahul.gupta262@example.com,+91 8276422857,2005-07-07,Delhi,Delhi,2024-09-17 15:49:51,Daily Spender,iPhone 13,False
199,Neha,Verma,neha.verma376@example.com,+91 8685172425,1968-07-01,Chennai,Tamil Nadu,2025-06-23 15:49:51,Daily Spender,iPhone 13,False
200,Riya,Rao,riya.rao890@example.com,+91 8823977618,1959-01-23,Ahmedabad,Gujarat,2026-07-26 15:49:51,Daily Spender,Windows PC,False
201,Aditya,Sharma,aditya.sharma225@example.com,+91 8968634461,1985-05-21,Mumbai,Maharashtra,2023-01-27 15:49:51,Daily Spender,Windows PC,False
202,Neha,Rao,neha.rao499@example.com,+91 6183431158,1990-02-14,Mumbai,Maharashtra,2025-06-13 15:49:51,Daily Spender,iPhone 15,False
203,Kavya,Patel,kavya.patel393@example.com,+91 9837497132,1972-04-27,Bengaluru,Karnataka,2023-07-29 15:49:51,High Roller,iPhone 13,False
204,Aarav,Menon,aarav.menon378@example.com,+91 6271855252,1965-05-20,Kolkata,West Bengal,2022-12-06 15:49:51,Daily Spender,iPhone 13,False
205,Rohan,Bose,rohan.bose606@example.com,+91 8595167238,1984-07-16,Delhi,Delhi,2025-05-15 15:49:51,Daily Spender,MacBook Air,True
206,Riya,Menon,riya.menon986@example.com,+91 9415108235,1972-07-29,Mumbai,Maharashtra,2023-04-19 15:49:51,Daily Spender,Samsung Galaxy S23,False
207,Vikram,Bose,vikram.bose811@example.com,+91 6582026571,1954-04-01,Delhi,Delhi,2025-02-28 15:49:51,Daily Spender,Samsung Galaxy S23,False
208,Kavya,Sharma,kavya.sharma174@example.com,+91 9934671283,1994-08-02,Jaipur,Rajasthan,2026-06-01 15:49:51,Student,iPhone 13,False
209,Rohan,Gupta,rohan.gupta679@example.com,+91 7179997907,1977-12-20,Chennai,Tamil Nadu,2026-03-25 15:49:51,Daily Spender,MacBook Air,False
210,Rohan,Verma,rohan.verma142@example.com,+91 9129610927,1951-05-03,Ahmedabad,Gujarat,2026-03-16 15:49:51,Student,iPhone 15,False
211,Kavya,Singh,kavya.singh781@example.com,+91 7341832841,1962-05-28,Pune,Maharashtra,2023-07-22 15:49:51,Daily Spender,iPhone 15,False
212,Rohan,Reddy,rohan.reddy919@example.com,+91 7263664483,1984-06-04,Mumbai,Maharashtra,2024-02-19 15:49:51,Daily Spender,Samsung Galaxy S23,False
213,Neha,Joshi,neha.joshi110@example.com,+91 7756532055,2003-05-26,Hyderabad,Telangana,2026-07-26 15:49:51,Daily Spender,Samsung Galaxy S23,False
214,Priya,Iyer,priya.iyer587@example.com,+91 7154143325,1998-09-07,Kolkata,West Bengal,2023-11-25 15:49:51,Daily Spender,Windows PC,True
215,Kavya,Verma,kavya.verma909@example.com,+91 9509518687,1972-07-22,Pune,Maharashtra,2024-12-19 15:49:51,Daily Spender,iPhone 13,False
216,Priya,Menon,priya.menon728@example.com,+91 6879600346,1993-02-28,Hyderabad,Telangana,2022-12-28 15:49:51,Daily Spender,Windows PC,False
217,Ananya,Das,ananya.das114@example.com,+91 9618281581,1985-09-30,Hyderabad,Telangana,2023-05-15 15:49:51,Daily Spender,iPhone 13,False
218,Neha,Menon,neha.menon501@example.com,+91 8809838855,1987-11-11,Jaipur,Rajasthan,2025-11-01 15:49:51,Daily Spender,MacBook Air,False
219,Aarav,Nair,aarav.nair348@example.com,+91 9196630577,1958-09-23,Mumbai,Maharashtra,2022-08-07 15:49:51,Daily Spender,Windows PC,False
220,Rohan,Gupta,rohan.gupta267@example.com,+91 9897142919,1997-03-12,Hyderabad,Telangana,2023-02-26 15:49:51,Daily Spender,iPhone 15,False
221,Varun,Singh,varun.singh219@example.com,+91 9061279783,1955-03-10,Surat,Gujarat,2026-05-06 15:49:51,Daily Spender,Samsung Galaxy S23,False
222,Aarav,Deshmukh,aarav.deshmukh801@example.com,+91 6261959321,2000-03-20,Mumbai,Maharashtra,2023-04-19 15:49:51,Daily Spender,Windows PC,False
223,Sneha,Chauhan,sneha.chauhan302@example.com,+91 6299400456,2001-10-05,Mumbai,Maharashtra,2024-09-12 15:49:51,Daily Spender,iPhone 15,False
224,Rahul,Singh,rahul.singh829@example.com,+91 6801918015,1983-03-30,Delhi,Delhi,2022-12-09 15:49:51,High Roller,Windows PC,True
225,Ananya,Chauhan,ananya.chauhan850@example.com,+91 7300623765,1947-06-06,Kolkata,West Bengal,2024-04-23 15:49:51,Daily Spender,iPhone 13,True
226,Rohan,Gupta,rohan.gupta37@example.com,+91 7448818928,1949-11-06,Hyderabad,Telangana,2024-08-28 15:49:51,Daily Spender,Windows PC,False
227,Aditya,Rao,aditya.rao747@example.com,+91 7288597725,1997-04-09,Mumbai,Maharashtra,2024-07-28 15:49:51,Daily Spender,Samsung Galaxy S23,False
228,Sneha,Deshmukh,sneha.deshmukh174@example.com,+91 7307639498,1962-02-18,Pune,Maharashtra,2023-02-20 15:49:51,Daily Spender,Windows PC,False
229,Sneha,Deshmukh,sneha.deshmukh860@example.com,+91 8979608673,1953-07-18,Jaipur,Rajasthan,2025-12-12 15:49:51,Daily Spender,iPhone 15,False
230,Kavya,Gupta,kavya.gupta227@example.com,+91 8685384760,1969-11-24,Kolkata,West Bengal,2023-02-24 15:49:51,High Roller,Samsung Galaxy S23,False
231,Sneha,Verma,sneha.verma478@example.com,+91 8840048296,1953-04-14,Pune,Maharashtra,2024-09-28 15:49:51,Daily Spender,Samsung Galaxy S23,False
232,Pooja,Bose,pooja.bose976@example.com,+91 6587611194,1952-09-09,Pune,Maharashtra,2024-07-23 15:49:51,Daily Spender,iPhone 15,False
233,Rohan,Patel,rohan.patel224@example.com,+91 6870434370,1969-02-15,Bengaluru,Karnataka,2023-05-13 15:49:51,Daily Spender,iPhone 15,False
234,Neha,Chauhan,neha.chauhan867@example.com,+91 7733688862,1969-12-12,Mumbai,Maharashtra,2025-07-21 15:49:51,Daily Spender,MacBook Air,False
235,Aditya,Chauhan,aditya.chauhan353@example.com,+91 8522049947,1992-05-08,Bengaluru,Karnataka,2026-07-17 15:49:51,Student,iPhone 15,True
236,Rahul,Iyer,rahul.iyer973@example.com,+91 7308694202,1957-01-21,Pune,Maharashtra,2025-07-05 15:49:51,Student,Samsung Galaxy S23,False
237,Rahul,Patel,rahul.patel849@example.com,+91 7783874194,2004-08-19,Jaipur,Rajasthan,2023-12-05 15:49:51,Daily Spender,Windows PC,False
238,Amit,Bose,amit.bose741@example.com,+91 6262902177,1993-04-30,Pune,Maharashtra,2025-02-26 15:49:51,Student,Samsung Galaxy S23,True
239,Kavya,Nair,kavya.nair335@example.com,+91 9960443109,2005-08-04,Bengaluru,Karnataka,2022-10-29 15:49:51,Daily Spender,iPhone 13,False
240,Sneha,Bose,sneha.bose651@example.com,+91 7611722989,1965-12-30,Ahmedabad,Gujarat,2024-03-03 15:49:51,Daily Spender,MacBook Air,False
241,Kavya,Singh,kavya.singh466@example.com,+91 8142777563,1967-03-14,Ahmedabad,Gujarat,2025-07-26 15:49:51,Daily Spender,iPhone 13,True
242,Amit,Joshi,amit.joshi131@example.com,+91 9173369339,1968-12-02,Bengaluru,Karnataka,2025-03-31 15:49:51,Daily Spender,Windows PC,True
243,Vikram,Singh,vikram.singh387@example.com,+91 9957790091,1991-06-06,Chennai,Tamil Nadu,2023-12-28 15:49:51,Student,iPhone 15,False
244,Kavya,Chauhan,kavya.chauhan393@example.com,+91 6747014636,1959-05-23,Ahmedabad,Gujarat,2022-12-30 15:49:51,Daily Spender,MacBook Air,False
245,Sneha,Deshmukh,sneha.deshmukh200@example.com,+91 8857282228,1985-11-01,Bengaluru,Karnataka,2025-03-26 15:49:51,Daily Spender,Windows PC,False
246,Kavya,Rao,kavya.rao942@example.com,+91 7201165319,1949-08-22,Chennai,Tamil Nadu,2025-06-21 15:49:51,Daily Spender,Windows PC,False
247,Sneha,Patel,sneha.patel73@example.com,+91 8162061384,2001-04-14,Delhi,Delhi,2025-08-20 15:49:51,Daily Spender,iPhone 13,False
248,Riya,Joshi,riya.joshi171@example.com,+91 9059169722,1986-09-15,Pune,Maharashtra,2023-05-11 15:49:51,Student,MacBook Air,True
249,Karan,Menon,karan.menon421@example.com,+91 8768058712,1978-08-20,Jaipur,Rajasthan,2025-06-12 15:49:51,Student,Samsung Galaxy S23,False
250,Ananya,Chauhan,ananya.chauhan266@example.com,+91 8024961673,1964-03-23,Jaipur,Rajasthan,2026-03-13 15:49:51,Daily Spender,MacBook Air,False
251,Kavya,Joshi,kavya.joshi430@example.com,+91 7962356128,1953-06-18,Surat,Gujarat,2024-02-07 15:49:51,High Roller,MacBook Air,False
252,Rahul,Iyer,rahul.iyer954@example.com,+91 9220166731,1950-06-20,Mumbai,Maharashtra,2025-01-08 15:49:51,High Roller,Samsung Galaxy S23,False
253,Kavya,Joshi,kavya.joshi889@example.com,+91 9318078958,1958-12-10,Chennai,Tamil Nadu,2025-06-20 15:49:51,Daily Spender,MacBook Air,True
254,Ananya,Chauhan,ananya.chauhan539@example.com,+91 7580345227,1992-05-04,Chennai,Tamil Nadu,2025-11-21 15:49:51,Student,iPhone 15,False
255,Priya,Chauhan,priya.chauhan682@example.com,+91 7429713446,1959-01-07,Mumbai,Maharashtra,2023-06-14 15:49:51,Daily Spender,Samsung Galaxy S23,False
256,Pooja,Joshi,pooja.joshi113@example.com,+91 9956263032,1972-03-28,Jaipur,Rajasthan,2025-06-28 15:49:51,Student,iPhone 13,False
257,Riya,Chauhan,riya.chauhan570@example.com,+91 8191278179,1959-01-04,Jaipur,Rajasthan,2023-09-21 15:49:51,Daily Spender,iPhone 13,False
258,Sneha,Das,sneha.das20@example.com,+91 6626210611,1965-04-07,Bengaluru,Karnataka,2024-03-17 15:49:51,Daily Spender,Samsung Galaxy S23,False
259,Neha,Das,neha.das858@example.com,+91 9674266913,1954-08-08,Ahmedabad,Gujarat,2023-01-27 15:49:51,Student,Windows PC,False
260,Neha,Rao,neha.rao10@example.com,+91 6221108385,1995-03-23,Mumbai,Maharashtra,2022-09-25 15:49:51,Daily Spender,MacBook Air,False
261,Ananya,Patel,ananya.patel224@example.com,+91 9103020305,2005-07-08,Chennai,Tamil Nadu,2022-12-26 15:49:51,Student,Windows PC,False
262,Sneha,Menon,sneha.menon866@example.com,+91 9372299456,1961-05-03,Hyderabad,Telangana,2026-07-23 15:49:51,Daily Spender,iPhone 15,False
263,Amit,Menon,amit.menon543@example.com,+91 8324301605,1985-10-31,Delhi,Delhi,2023-01-08 15:49:51,High Roller,Windows PC,False
264,Amit,Das,amit.das719@example.com,+91 8143140538,1965-09-07,Kolkata,West Bengal,2023-05-02 15:49:51,Daily Spender,Windows PC,False
265,Vikram,Sharma,vikram.sharma611@example.com,+91 7712326853,1993-03-17,Ahmedabad,Gujarat,2023-02-06 15:49:51,Daily Spender,Windows PC,False
266,Sneha,Verma,sneha.verma475@example.com,+91 9742816645,1948-12-05,Surat,Gujarat,2024-07-11 15:49:51,Daily Spender,iPhone 15,False
267,Sneha,Sharma,sneha.sharma106@example.com,+91 9887396162,1963-09-10,Bengaluru,Karnataka,2024-01-24 15:49:51,Daily Spender,MacBook Air,False
268,Neha,Deshmukh,neha.deshmukh113@example.com,+91 8121220823,1996-12-14,Delhi,Delhi,2024-05-25 15:49:51,Daily Spender,Samsung Galaxy S23,False
269,Priya,Nair,priya.nair887@example.com,+91 6747919256,1964-11-05,Kolkata,West Bengal,2023-10-06 15:49:51,Daily Spender,MacBook Air,False
270,Neha,Sharma,neha.sharma688@example.com,+91 6633761394,1983-12-12,Hyderabad,Telangana,2022-09-11 15:49:51,High Roller,Windows PC,False
271,Rahul,Rao,rahul.rao443@example.com,+91 6578964261,1977-09-19,Hyderabad,Telangana,2023-09-06 15:49:51,Daily Spender,iPhone 15,False
272,Amit,Joshi,amit.joshi311@example.com,+91 8669850320,1979-05-11,Jaipur,Rajasthan,2024-04-20 15:49:51,High Roller,iPhone 15,True
273,Rahul,Das,rahul.das204@example.com,+91 6956744203,1970-10-30,Bengaluru,Karnataka,2025-12-04 15:49:51,Daily Spender,iPhone 13,False
274,Karan,Rao,karan.rao70@example.com,+91 9692863449,1959-08-24,Ahmedabad,Gujarat,2025-05-28 15:49:51,Student,Windows PC,False
275,Amit,Nair,amit.nair270@example.com,+91 6340350577,1970-07-10,Pune,Maharashtra,2024-03-04 15:49:51,High Roller,MacBook Air,False
276,Aditya,Rao,aditya.rao297@example.com,+91 8481747366,1964-03-27,Surat,Gujarat,2023-01-16 15:49:51,Daily Spender,iPhone 13,False
277,Karan,Deshmukh,karan.deshmukh243@example.com,+91 7085565523,1998-04-26,Ahmedabad,Gujarat,2026-03-05 15:49:51,Student,iPhone 13,False
278,Ananya,Singh,ananya.singh312@example.com,+91 8480886543,1963-08-10,Hyderabad,Telangana,2026-01-10 15:49:51,Daily Spender,MacBook Air,False
279,Kavya,Joshi,kavya.joshi22@example.com,+91 8006903985,1954-03-03,Mumbai,Maharashtra,2026-07-11 15:49:51,Daily Spender,Samsung Galaxy S23,False
280,Priya,Patel,priya.patel362@example.com,+91 9530060083,1954-12-08,Jaipur,Rajasthan,2024-05-01 15:49:51,Daily Spender,Samsung Galaxy S23,True
281,Rohan,Joshi,rohan.joshi912@example.com,+91 9304884297,1946-04-24,Jaipur,Rajasthan,2023-03-13 15:49:51,High Roller,Windows PC,False
282,Amit,Menon,amit.menon655@example.com,+91 6801150175,1982-11-23,Mumbai,Maharashtra,2024-04-05 15:49:51,Daily Spender,Windows PC,False
283,Aditya,Joshi,aditya.joshi854@example.com,+91 7967451538,1980-03-23,Hyderabad,Telangana,2023-05-27 15:49:51,Daily Spender,iPhone 15,False
284,Pooja,Sharma,pooja.sharma762@example.com,+91 9300888076,1952-01-29,Pune,Maharashtra,2025-09-21 15:49:51,Daily Spender,iPhone 13,False
285,Varun,Nair,varun.nair29@example.com,+91 7285018603,1979-09-15,Mumbai,Maharashtra,2026-05-02 15:49:51,Daily Spender,MacBook Air,True
286,Rohan,Singh,rohan.singh486@example.com,+91 9686625654,1983-03-11,Bengaluru,Karnataka,2024-11-10 15:49:51,Daily Spender,iPhone 13,False
287,Ananya,Gupta,ananya.gupta308@example.com,+91 6300778322,1962-02-04,Jaipur,Rajasthan,2023-04-17 15:49:51,Daily Spender,Samsung Galaxy S23,False
288,Amit,Patel,amit.patel684@example.com,+91 9614970670,1984-11-06,Jaipur,Rajasthan,2022-11-24 15:49:51,Student,Windows PC,False
289,Neha,Nair,neha.nair401@example.com,+91 7490751422,1950-08-03,Hyderabad,Telangana,2023-05-30 15:49:51,Student,Samsung Galaxy S23,False
290,Pooja,Sharma,pooja.sharma307@example.com,+91 9969104842,1981-12-30,Kolkata,West Bengal,2023-07-09 15:49:51,Daily Spender,Windows PC,False
291,Aarav,Joshi,aarav.joshi814@example.com,+91 9157755479,1979-02-08,Surat,Gujarat,2024-02-06 15:49:51,Student,iPhone 15,False
292,Priya,Patel,priya.patel238@example.com,+91 6572332130,1948-06-11,Bengaluru,Karnataka,2023-08-01 15:49:51,Daily Spender,MacBook Air,False
293,Pooja,Gupta,pooja.gupta943@example.com,+91 6223417554,1981-04-28,Chennai,Tamil Nadu,2025-05-26 15:49:51,Student,iPhone 13,False
294,Vikram,Gupta,vikram.gupta848@example.com,+91 9737406281,1955-05-19,Pune,Maharashtra,2022-10-31 15:49:51,High Roller,Samsung Galaxy S23,False
295,Neha,Gupta,neha.gupta458@example.com,+91 8842806787,1987-07-12,Surat,Gujarat,2024-07-23 15:49:51,Student,MacBook Air,False
296,Varun,Chauhan,varun.chauhan203@example.com,+91 8745664963,1959-01-05,Mumbai,Maharashtra,2024-09-09 15:49:51,Daily Spender,Windows PC,True
297,Priya,Menon,priya.menon368@example.com,+91 6847590481,1947-01-03,Surat,Gujarat,2025-08-30 15:49:51,Daily Spender,Samsung Galaxy S23,True
298,Riya,Reddy,riya.reddy858@example.com,+91 7972248797,1987-06-25,Hyderabad,Telangana,2024-12-05 15:49:51,Daily Spender,MacBook Air,False
299,Sneha,Nair,sneha.nair522@example.com,+91 7513086821,1984-12-17,Mumbai,Maharashtra,2024-07-26 15:49:51,Student,iPhone 15,False
300,Priya,Deshmukh,priya.deshmukh599@example.com,+91 9828477597,1977-04-14,Chennai,Tamil Nadu,2026-05-23 15:49:51,Daily Spender,iPhone 13,True
301,Neha,Singh,neha.singh291@example.com,+91 6277401409,1952-10-22,Kolkata,West Bengal,2023-08-14 15:49:51,Student,iPhone 13,True
302,Pooja,Gupta,pooja.gupta271@example.com,+91 9097637085,1949-01-20,Kolkata,West Bengal,2025-06-08 15:49:51,Daily Spender,iPhone 13,False
303,Rahul,Sharma,rahul.sharma771@example.com,+91 9352333484,1977-08-22,Ahmedabad,Gujarat,2023-01-29 15:49:51,Daily Spender,MacBook Air,False
304,Sneha,Verma,sneha.verma843@example.com,+91 7875121111,1987-04-15,Delhi,Delhi,2022-11-10 15:49:51,Daily Spender,Samsung Galaxy S23,False
305,Varun,Singh,varun.singh316@example.com,+91 7244065242,1977-02-14,Jaipur,Rajasthan,2024-06-01 15:49:51,Daily Spender,iPhone 15,False
306,Kavya,Rao,kavya.rao726@example.com,+91 9089614429,1960-09-19,Surat,Gujarat,2023-06-16 15:49:51,Daily Spender,iPhone 13,False
307,Riya,Menon,riya.menon314@example.com,+91 8325435600,1948-09-29,Delhi,Delhi,2026-01-29 15:49:51,Student,Windows PC,False
308,Priya,Patel,priya.patel376@example.com,+91 9902259483,1983-12-28,Chennai,Tamil Nadu,2023-03-04 15:49:51,Daily Spender,iPhone 15,False
309,Karan,Sharma,karan.sharma894@example.com,+91 7461199399,1966-09-24,Jaipur,Rajasthan,2026-05-17 15:49:51,Daily Spender,iPhone 13,False
310,Sneha,Menon,sneha.menon346@example.com,+91 9337057027,1961-08-01,Chennai,Tamil Nadu,2026-07-17 15:49:51,High Roller,Windows PC,False
311,Rohan,Sharma,rohan.sharma186@example.com,+91 9345098268,1968-06-01,Jaipur,Rajasthan,2025-03-30 15:49:51,High Roller,iPhone 13,False
312,Pooja,Reddy,pooja.reddy270@example.com,+91 7249203055,2006-12-04,Kolkata,West Bengal,2024-02-11 15:49:51,Daily Spender,Windows PC,True
313,Amit,Chauhan,amit.chauhan856@example.com,+91 7266465922,1976-02-05,Pune,Maharashtra,2025-09-20 15:49:51,Daily Spender,iPhone 15,False
314,Aarav,Gupta,aarav.gupta687@example.com,+91 8773076563,1993-11-25,Hyderabad,Telangana,2024-05-18 15:49:51,High Roller,Windows PC,False
315,Pooja,Sharma,pooja.sharma824@example.com,+91 6723032383,1966-08-12,Hyderabad,Telangana,2023-11-03 15:49:51,Daily Spender,MacBook Air,False
316,Priya,Menon,priya.menon425@example.com,+91 9590598556,1990-03-04,Mumbai,Maharashtra,2025-10-20 15:49:51,Daily Spender,Windows PC,False
317,Ananya,Reddy,ananya.reddy222@example.com,+91 7885059744,1946-11-19,Delhi,Delhi,2024-11-24 15:49:51,Student,iPhone 13,False
318,Aditya,Patel,aditya.patel625@example.com,+91 9735130890,1974-06-28,Hyderabad,Telangana,2023-07-18 15:49:51,Student,iPhone 15,False
319,Karan,Iyer,karan.iyer643@example.com,+91 8950232367,1964-06-18,Pune,Maharashtra,2025-09-18 15:49:51,Daily Spender,Windows PC,False
320,Neha,Nair,neha.nair342@example.com,+91 9575887861,1966-11-03,Bengaluru,Karnataka,2023-06-05 15:49:51,Student,Samsung Galaxy S23,False
321,Aarav,Rao,aarav.rao493@example.com,+91 8114476038,1975-11-27,Mumbai,Maharashtra,2024-12-22 15:49:51,Daily Spender,Windows PC,False
322,Rohan,Verma,rohan.verma572@example.com,+91 7052040143,1967-03-17,Surat,Gujarat,2023-08-10 15:49:51,Daily Spender,Samsung Galaxy S23,False
323,Amit,Gupta,amit.gupta945@example.com,+91 8132001427,2005-08-25,Delhi,Delhi,2023-06-16 15:49:51,Daily Spender,MacBook Air,False
324,Ananya,Menon,ananya.menon880@example.com,+91 8728867784,1975-02-19,Ahmedabad,Gujarat,2026-06-02 15:49:51,Student,Samsung Galaxy S23,False
325,Riya,Bose,riya.bose374@example.com,+91 7275726161,1982-03-20,Jaipur,Rajasthan,2024-10-31 15:49:51,Daily Spender,MacBook Air,False
326,Amit,Sharma,amit.sharma846@example.com,+91 6074569092,1987-01-10,Ahmedabad,Gujarat,2025-03-07 15:49:51,Daily Spender,Samsung Galaxy S23,False
327,Rahul,Das,rahul.das839@example.com,+91 7324956143,1968-09-30,Jaipur,Rajasthan,2026-04-08 15:49:51,Daily Spender,iPhone 13,True
328,Riya,Gupta,riya.gupta403@example.com,+91 8234575373,1969-02-22,Pune,Maharashtra,2026-07-17 15:49:51,Daily Spender,Windows PC,False
329,Aarav,Joshi,aarav.joshi887@example.com,+91 6203970697,1983-01-13,Chennai,Tamil Nadu,2023-12-04 15:49:51,Daily Spender,iPhone 13,False
330,Vikram,Menon,vikram.menon175@example.com,+91 9794427863,2007-08-20,Bengaluru,Karnataka,2022-12-24 15:49:51,Daily Spender,iPhone 13,True
331,Amit,Gupta,amit.gupta773@example.com,+91 9006548375,1979-01-20,Surat,Gujarat,2022-12-12 15:49:51,Daily Spender,MacBook Air,False
332,Riya,Verma,riya.verma441@example.com,+91 7040988169,1965-02-27,Chennai,Tamil Nadu,2025-03-13 15:49:51,Daily Spender,iPhone 15,True
333,Ananya,Singh,ananya.singh753@example.com,+91 9301589179,1999-03-04,Hyderabad,Telangana,2026-01-06 15:49:51,Daily Spender,iPhone 15,False
334,Neha,Sharma,neha.sharma399@example.com,+91 7450340909,2001-10-07,Delhi,Delhi,2023-09-01 15:49:51,Daily Spender,Samsung Galaxy S23,False
335,Aditya,Nair,aditya.nair621@example.com,+91 6185091805,1979-08-05,Hyderabad,Telangana,2024-10-24 15:49:51,Daily Spender,iPhone 13,True
336,Riya,Singh,riya.singh41@example.com,+91 8593565949,1956-04-14,Mumbai,Maharashtra,2023-09-21 15:49:51,Daily Spender,MacBook Air,False
337,Aarav,Nair,aarav.nair444@example.com,+91 6813052292,1972-02-14,Surat,Gujarat,2026-07-01 15:49:51,Daily Spender,Windows PC,False
338,Aarav,Nair,aarav.nair479@example.com,+91 8683302736,1994-04-20,Mumbai,Maharashtra,2023-06-28 15:49:51,Student,iPhone 13,True
339,Rahul,Iyer,rahul.iyer176@example.com,+91 8469002549,2005-09-10,Pune,Maharashtra,2023-12-14 15:49:51,Daily Spender,iPhone 15,False
340,Rohan,Reddy,rohan.reddy492@example.com,+91 7871134067,1983-03-07,Surat,Gujarat,2025-12-22 15:49:51,High Roller,MacBook Air,False
341,Vikram,Sharma,vikram.sharma836@example.com,+91 6193816020,1990-11-24,Ahmedabad,Gujarat,2026-02-11 15:49:51,Daily Spender,Windows PC,True
342,Riya,Deshmukh,riya.deshmukh524@example.com,+91 7030897829,1970-12-22,Mumbai,Maharashtra,2024-04-01 15:49:51,Student,Samsung Galaxy S23,False
343,Ananya,Gupta,ananya.gupta682@example.com,+91 6267039893,1955-07-21,Jaipur,Rajasthan,2026-07-18 15:49:51,Student,Windows PC,True
344,Neha,Gupta,neha.gupta289@example.com,+91 6717999485,1994-11-02,Delhi,Delhi,2023-02-09 15:49:51,Daily Spender,Samsung Galaxy S23,True
345,Ananya,Sharma,ananya.sharma392@example.com,+91 7886223168,1994-12-20,Bengaluru,Karnataka,2025-10-28 15:49:51,Student,iPhone 13,False
346,Karan,Joshi,karan.joshi605@example.com,+91 6632988851,1994-06-03,Kolkata,West Bengal,2026-04-25 15:49:51,Daily Spender,iPhone 15,False
347,Aditya,Rao,aditya.rao122@example.com,+91 6968038601,1952-07-23,Pune,Maharashtra,2023-07-17 15:49:51,Student,iPhone 15,False
348,Aarav,Das,aarav.das116@example.com,+91 9321258515,1991-10-22,Hyderabad,Telangana,2025-01-06 15:49:51,Daily Spender,iPhone 15,False
349,Amit,Deshmukh,amit.deshmukh214@example.com,+91 9392748014,1997-06-22,Jaipur,Rajasthan,2022-08-16 15:49:51,Daily Spender,Windows PC,False
